15.7022383562 	 0.5 	 4.12251195209
17.0080392362 	 0.6 	 4.12251195209
17.1319281647 	 0.61 	 4.12251195212
17.2548014221 	 0.62 	 4.12251195209
17.3766991155 	 0.63 	 4.12251195212
17.4976589612 	 0.64 	 4.12251195209
17.6177164758 	 0.65 	 4.12251195212
17.7369051485 	 0.66 	 4.12251195209
17.8552565969 	 0.67 	 4.12251195209
17.9728007071 	 0.68 	 4.12251195202
18.0895657617 	 0.69 	 4.12251195215
15.8392079973 	 0.51 	 4.12251195212
18.2055785551 	 0.7 	 4.12251195202
18.3208644988 	 0.71 	 4.12251195215
18.4354477172 	 0.72 	 4.12251195221
18.5493511358 	 0.73 	 4.12251195206
18.6625965605 	 0.74 	 4.12251195221
18.7752047516 	 0.75 	 4.12251195206
18.8871954913 	 0.76 	 4.12251195221
18.9985876452 	 0.77 	 4.12251195206
19.1093992196 	 0.78 	 4.12251195221
19.2196474142 	 0.79 	 4.12251195206
15.9745665522 	 0.52 	 4.12251195209
19.3293486707 	 0.8 	 4.12251195221
19.4385187173 	 0.81 	 4.12251195206
19.5471726107 	 0.82 	 4.12251195221
19.6553247745 	 0.83 	 4.12251195206
19.7629890349 	 0.84 	 4.12251195221
19.8701786539 	 0.85 	 4.12251195206
19.9769063604 	 0.86 	 4.12251195221
20.0831843787 	 0.87 	 4.12251195206
20.1890244558 	 0.88 	 4.12251195221
20.2944378858 	 0.89 	 4.12251195206
16.108395443 	 0.53 	 4.12251195212
20.3994355339 	 0.9 	 4.12251195221
20.5040278579 	 0.91 	 4.12251195206
20.6082249287 	 0.92 	 4.12251195221
20.7120364499 	 0.93 	 4.12251195206
20.8154717752 	 0.94 	 4.12251195221
20.9185399256 	 0.95 	 4.12251195206
21.0212496054 	 0.96 	 4.12251195221
21.1236092168 	 0.97 	 4.12251195206
21.2256268742 	 0.98 	 4.12251195221
21.3273104171 	 0.99 	 4.12251195206
16.2407698367 	 0.54 	 4.12251195209
21.428667423 	 1.0 	 4.12251195221
21.5297052186 	 1.01 	 4.12251195206
21.6304308915 	 1.02 	 4.12251195221
21.7308513001 	 1.03 	 4.12251195206
21.8309730839 	 1.04 	 4.12251195221
21.9308026725 	 1.05 	 4.12251195206
22.0303462948 	 1.06 	 4.12251195221
22.1296099872 	 1.07 	 4.12251195206
22.2285996016 	 1.08 	 4.12251195221
22.3273208128 	 1.09 	 4.12251195206
16.3717592886 	 0.55 	 4.12251195212
22.425779126 	 1.1 	 4.12251195221
22.523979883 	 1.11 	 4.12251195206
22.6219282694 	 1.12 	 4.12251195221
22.7196293199 	 1.13 	 4.12251195206
22.8170879249 	 1.14 	 4.12251195221
22.9143088354 	 1.15 	 4.12251195206
23.0112966688 	 1.16 	 4.12251195221
23.1080559135 	 1.17 	 4.12251195206
23.2045909339 	 1.18 	 4.12251195221
23.3009059751 	 1.19 	 4.12251195206
16.5014283033 	 0.56 	 4.12251195209
23.3970051668 	 1.2 	 4.12251195221
23.4928925279 	 1.21 	 4.12251195212
23.5885719704 	 1.22 	 4.12251195205
23.6840473029 	 1.23 	 4.12251195218
23.7793222345 	 1.24 	 4.12251195205
23.8744003782 	 1.25 	 4.12251195218
23.9692852542 	 1.26 	 4.12251195205
24.0639802928 	 1.27 	 4.12251195218
24.1584888381 	 1.28 	 4.12251195205
24.2528141502 	 1.29 	 4.12251195218
16.6298368262 	 0.57 	 4.12251195212
24.3469594083 	 1.3 	 4.12251195205
24.4409277133 	 1.31 	 4.12251195218
24.5347220906 	 1.32 	 4.12251195205
24.6283454919 	 1.33 	 4.12251195218
24.7218007985 	 1.34 	 4.12251195205
24.8150908227 	 1.35 	 4.12251195218
24.9082183103 	 1.36 	 4.12251195205
25.0011859429 	 1.37 	 4.12251195218
25.0939963396 	 1.38 	 4.12251195205
25.1866520588 	 1.39 	 4.12251195218
16.7570406759 	 0.58 	 4.12251195209
25.2791556005 	 1.4 	 4.12251195205
25.3715094077 	 1.41 	 4.12251195218
25.4637158684 	 1.42 	 4.12251195205
25.5557773168 	 1.43 	 4.12251195218
25.6476960355 	 1.44 	 4.12251195205
25.7394742564 	 1.45 	 4.12251195218
25.8311141627 	 1.46 	 4.12251195205
25.9226178898 	 1.47 	 4.12251195218
26.0139875272 	 1.48 	 4.12251195205
26.1052251193 	 1.49 	 4.12251195218
16.8830919247 	 0.59 	 4.12251195212
